Id,ActivityHour,StepTotal,Calories,TotalIntensity,AverageIntensity,Hour
1503960366,2016-04-13 17:00:00,695,87,23,0.383333,17
1503960366,2016-04-13 18:00:00,1343,118,25,0.416667,18
1503960366,2016-04-13 19:00:00,258,73,13,0.216667,19
1503960366,2016-04-13 20:00:00,0,47,0,0.0,20
1503960366,2016-04-13 21:00:00,0,48,0,0.0,21
1503960366,2016-04-13 22:00:00,437,74,11,0.183333,22
1503960366,2016-04-13 23:00:00,1766,135,56,0.933333,23
1503960366,2016-04-14 00:00:00,81,56,4,0.066667,0
1503960366,2016-04-14 01:00:00,58,54,3,0.05,1
1503960366,2016-04-14 02:00:00,0,47,0,0.0,2
1503960366,2016-04-14 03:00:00,0,47,0,0.0,3
1503960366,2016-04-14 04:00:00,0,47,0,0.0,4
1503960366,2016-04-14 05:00:00,0,47,0,0.0,5
1503960366,2016-04-14 06:00:00,0,47,0,0.0,6
1503960366,2016-04-14 07:00:00,0,47,0,0.0,7
1503960366,2016-04-14 08:00:00,0,47,0,0.0,8
1503960366,2016-04-14 09:00:00,902,93,14,0.233333,9
1503960366,2016-04-14 10:00:00,1106,109,23,0.383333,10
1503960366,2016-04-14 11:00:00,50,64,7,0.116667,11
1503960366,2016-04-14 12:00:00,501,85,18,0.3,12
1503960366,2016-04-14 13:00:00,1779,137,54,0.9,13
1503960366,2016-04-14 14:00:00,1228,113,22,0.366667,14
1503960366,2016-04-14 15:00:00,139,66,7,0.116667,15
1503960366,2016-04-14 16:00:00,408,88,25,0.416667,16
1503960366,2016-04-14 17:00:00,37,61,5,0.083333,17
1503960366,2016-04-14 18:00:00,322,72,12,0.2,18
1503960366,2016-04-14 19:00:00,11,55,1,0.016667,19
1503960366,2016-04-14 20:00:00,806,91,24,0.4,20
1503960366,2016-04-14 21:00:00,2670,174,57,0.95,21
1503960366,2016-04-14 22:00:00,362,79,17,0.283333,22
1503960366,2016-04-14 23:00:00,0,50,0,0.0,23
1503960366,2016-04-15 00:00:00,83,60,6,0.1,0
1503960366,2016-04-15 01:00:00,75,58,5,0.083333,1
1503960366,2016-04-15 02:00:00,124,59,7,0.116667,2
1503960366,2016-04-15 03:00:00,0,47,0,0.0,3
1503960366,2016-04-15 04:00:00,0,47,0,0.0,4
1503960366,2016-04-15 05:00:00,26,49,1,0.016667,5
1503960366,2016-04-15 06:00:00,0,47,0,0.0,6
1503960366,2016-04-15 07:00:00,7,49,1,0.016667,7
1503960366,2016-04-15 08:00:00,55,54,5,0.083333,8
1503960366,2016-04-15 09:00:00,21,50,2,0.033333,9
1503960366,2016-04-15 10:00:00,154,63,8,0.133333,10
1503960366,2016-04-15 11:00:00,425,84,23,0.383333,11
1503960366,2016-04-15 12:00:00,270,74,13,0.216667,12
1503960366,2016-04-15 13:00:00,373,67,9,0.15,13
1503960366,2016-04-15 14:00:00,0,47,0,0.0,14
1503960366,2016-04-15 15:00:00,0,47,0,0.0,15
1503960366,2016-04-15 16:00:00,0,47,0,0.0,16
1503960366,2016-04-15 17:00:00,1774,140,47,0.783333,17
1503960366,2016-04-15 18:00:00,509,87,22,0.366667,18
1503960366,2016-04-15 19:00:00,519,97,32,0.533333,19
1503960366,2016-04-15 20:00:00,77,64,8,0.133333,20
1503960366,2016-04-15 21:00:00,280,75,14,0.233333,21
1503960366,2016-04-15 22:00:00,2145,151,66,1.1,22
1503960366,2016-04-15 23:00:00,2768,182,95,1.583333,23
1503960366,2016-04-16 00:00:00,459,77,15,0.25,0
1503960366,2016-04-16 01:00:00,0,48,0,0.0,1
1503960366,2016-04-16 02:00:00,63,52,3,0.05,2
1503960366,2016-04-16 03:00:00,6,48,1,0.016667,3
1503960366,2016-04-16 04:00:00,6,49,1,0.016667,4
1503960366,2016-04-16 05:00:00,12,49,1,0.016667,5
1503960366,2016-04-16 06:00:00,0,48,0,0.0,6
1503960366,2016-04-16 07:00:00,101,54,4,0.066667,7
1503960366,2016-04-16 08:00:00,175,62,9,0.15,8
1503960366,2016-04-16 09:00:00,1181,124,38,0.633333,9
1503960366,2016-04-16 10:00:00,1295,110,14,0.233333,10
1503960366,2016-04-16 11:00:00,2043,147,30,0.5,11
1503960366,2016-04-16 12:00:00,1513,119,42,0.7,12
1503960366,2016-04-16 13:00:00,3616,214,90,1.5,13
1503960366,2016-04-16 14:00:00,580,82,20,0.333333,14
1503960366,2016-04-16 15:00:00,0,51,0,0.0,15
1503960366,2016-04-16 16:00:00,15,54,2,0.033333,16
1503960366,2016-04-16 17:00:00,380,79,17,0.283333,17
1503960366,2016-04-16 18:00:00,96,65,10,0.166667,18
1503960366,2016-04-16 19:00:00,146,67,12,0.2,19
1503960366,2016-04-16 20:00:00,385,81,19,0.316667,20
1503960366,2016-04-16 21:00:00,463,75,13,0.216667,21
1503960366,2016-04-16 22:00:00,42,55,3,0.05,22
1503960366,2016-04-16 23:00:00,92,56,5,0.083333,23
1503960366,2016-04-17 00:00:00,0,47,0,0.0,0
1503960366,2016-04-17 01:00:00,0,48,0,0.0,1
1503960366,2016-04-17 02:00:00,0,47,0,0.0,2
1503960366,2016-04-17 03:00:00,8,49,1,0.016667,3
1503960366,2016-04-17 04:00:00,0,48,0,0.0,4
1503960366,2016-04-17 05:00:00,0,48,0,0.0,5
1503960366,2016-04-17 06:00:00,0,48,0,0.0,6
1503960366,2016-04-17 07:00:00,0,48,0,0.0,7
1503960366,2016-04-17 08:00:00,0,48,0,0.0,8
1503960366,2016-04-17 09:00:00,0,48,0,0.0,9
1503960366,2016-04-17 10:00:00,0,47,0,0.0,10
1503960366,2016-04-17 11:00:00,84,63,9,0.15,11
1503960366,2016-04-17 12:00:00,260,76,18,0.3,12
1503960366,2016-04-17 13:00:00,402,83,23,0.383333,13
1503960366,2016-04-17 14:00:00,252,69,10,0.166667,14
1503960366,2016-04-17 15:00:00,191,73,13,0.216667,15
1503960366,2016-04-17 16:00:00,13,57,2,0.033333,16
1503960366,2016-04-17 17:00:00,2613,174,71,1.183333,17
1503960366,2016-04-17 18:00:00,1616,136,39,0.65,18
1503960366,2016-04-17 19:00:00,754,95,24,0.4,19
1503960366,2016-04-17 20:00:00,2955,191,87,1.45,20
1503960366,2016-04-17 21:00:00,487,79,16,0.266667,21
1503960366,2016-04-17 22:00:00,70,58,5,0.083333,22
1503960366,2016-04-17 23:00:00,0,50,0,0.0,23
1503960366,2016-04-18 00:00:00,416,82,21,0.35,0
1503960366,2016-04-18 01:00:00,0,48,0,0.0,1
1503960366,2016-04-18 02:00:00,0,47,0,0.0,2
1503960366,2016-04-18 03:00:00,0,47,0,0.0,3
1503960366,2016-04-18 04:00:00,0,47,0,0.0,4
1503960366,2016-04-18 05:00:00,0,47,0,0.0,5
1503960366,2016-04-18 06:00:00,0,47,0,0.0,6
1503960366,2016-04-18 07:00:00,0,47,0,0.0,7
1503960366,2016-04-18 08:00:00,0,47,0,0.0,8
1503960366,2016-04-18 09:00:00,1688,133,39,0.65,9
1503960366,2016-04-18 10:00:00,380,81,17,0.283333,10
1503960366,2016-04-18 11:00:00,328,73,15,0.25,11
1503960366,2016-04-18 12:00:00,1306,118,40,0.666667,12
1503960366,2016-04-18 13:00:00,268,70,9,0.15,13
1503960366,2016-04-18 14:00:00,137,64,7,0.116667,14
1503960366,2016-04-18 15:00:00,495,80,14,0.233333,15
1503960366,2016-04-18 16:00:00,277,78,17,0.283333,16
1503960366,2016-04-18 17:00:00,304,79,18,0.3,17
1503960366,2016-04-18 18:00:00,4074,234,114,1.9,18
1503960366,2016-04-18 19:00:00,2101,157,30,0.5,19
1503960366,2016-04-18 20:00:00,28,57,2,0.033333,20
1503960366,2016-04-18 21:00:00,187,68,11,0.183333,21
1503960366,2016-04-18 22:00:00,542,86,19,0.316667,22
1503960366,2016-04-18 23:00:00,488,83,18,0.3,23
1503960366,2016-04-19 00:00:00,0,47,0,0.0,0
1503960366,2016-04-19 01:00:00,22,49,1,0.016667,1
1503960366,2016-04-19 02:00:00,0,47,0,0.0,2
1503960366,2016-04-19 03:00:00,9,50,2,0.033333,3
1503960366,2016-04-19 04:00:00,0,47,0,0.0,4
1503960366,2016-04-19 05:00:00,0,47,0,0.0,5
1503960366,2016-04-19 06:00:00,7,49,1,0.016667,6
1503960366,2016-04-19 07:00:00,316,75,19,0.316667,7
1503960366,2016-04-19 08:00:00,1656,130,38,0.633333,8
1503960366,2016-04-19 09:00:00,367,79,16,0.266667,9
1503960366,2016-04-19 10:00:00,203,75,16,0.266667,10
1503960366,2016-04-19 11:00:00,194,72,13,0.216667,11
1503960366,2016-04-19 12:00:00,1887,143,61,1.016667,12
1503960366,2016-04-19 13:00:00,2697,171,65,1.083333,13
1503960366,2016-04-19 14:00:00,409,76,12,0.2,14
1503960366,2016-04-19 15:00:00,299,72,12,0.2,15
1503960366,2016-04-19 16:00:00,297,71,9,0.15,16
1503960366,2016-04-19 17:00:00,732,90,13,0.216667,17
1503960366,2016-04-19 18:00:00,1280,120,30,0.5,18
1503960366,2016-04-19 19:00:00,397,93,31,0.516667,19
1503960366,2016-04-19 20:00:00,2487,159,69,1.15,20
1503960366,2016-04-19 21:00:00,826,94,16,0.266667,21
1503960366,2016-04-19 22:00:00,52,58,4,0.066667,22
1503960366,2016-04-19 23:00:00,1369,120,48,0.8,23
1503960366,2016-04-20 00:00:00,16,54,2,0.033333,0
1503960366,2016-04-20 01:00:00,36,53,2,0.033333,1
1503960366,2016-04-20 02:00:00,0,47,0,0.0,2
1503960366,2016-04-20 03:00:00,0,48,0,0.0,3
1503960366,2016-04-20 04:00:00,0,48,0,0.0,4
1503960366,2016-04-20 05:00:00,0,47,0,0.0,5
1503960366,2016-04-20 06:00:00,0,48,0,0.0,6
1503960366,2016-04-20 07:00:00,29,51,3,0.05,7
1503960366,2016-04-20 08:00:00,264,70,14,0.233333,8
1503960366,2016-04-20 09:00:00,1993,144,50,0.833333,9
1503960366,2016-04-20 10:00:00,459,79,13,0.216667,10
1503960366,2016-04-20 11:00:00,65,58,1,0.016667,11
1503960366,2016-04-20 12:00:00,185,64,8,0.133333,12
1503960366,2016-04-20 13:00:00,64,61,5,0.083333,13
1503960366,2016-04-20 14:00:00,1270,113,39,0.65,14
1503960366,2016-04-20 15:00:00,797,97,21,0.35,15
1503960366,2016-04-20 16:00:00,261,70,11,0.183333,16
1503960366,2016-04-20 17:00:00,13,57,2,0.033333,17
1503960366,2016-04-20 18:00:00,1308,114,32,0.533333,18
1503960366,2016-04-20 19:00:00,1558,117,36,0.6,19
1503960366,2016-04-20 20:00:00,499,80,12,0.2,20
1503960366,2016-04-20 21:00:00,395,83,22,0.366667,21
1503960366,2016-04-20 22:00:00,77,62,7,0.116667,22
1503960366,2016-04-20 23:00:00,1255,120,33,0.55,23
1503960366,2016-04-21 00:00:00,17,54,2,0.033333,0
1503960366,2016-04-21 01:00:00,129,61,8,0.133333,1
1503960366,2016-04-21 02:00:00,81,55,5,0.083333,2
1503960366,2016-04-21 03:00:00,0,48,0,0.0,3
1503960366,2016-04-21 04:00:00,0,47,0,0.0,4
1503960366,2016-04-21 05:00:00,0,47,0,0.0,5
1503960366,2016-04-21 06:00:00,0,48,0,0.0,6
1503960366,2016-04-21 07:00:00,38,52,3,0.05,7
1503960366,2016-04-21 08:00:00,245,71,15,0.25,8
1503960366,2016-04-21 09:00:00,1672,133,26,0.433333,9
1503960366,2016-04-21 10:00:00,255,77,16,0.266667,10
1503960366,2016-04-21 11:00:00,0,55,0,0.0,11
1503960366,2016-04-21 12:00:00,384,73,11,0.183333,12
1503960366,2016-04-21 13:00:00,1140,113,25,0.416667,13
1503960366,2016-04-21 14:00:00,12,58,2,0.033333,14
1503960366,2016-04-21 15:00:00,213,68,8,0.133333,15
1503960366,2016-04-21 16:00:00,26,60,4,0.066667,16
1503960366,2016-04-21 17:00:00,96,60,5,0.083333,17
1503960366,2016-04-21 18:00:00,213,69,9,0.15,18
1503960366,2016-04-21 19:00:00,100,64,8,0.133333,19
1503960366,2016-04-21 20:00:00,3541,213,92,1.533333,20
1503960366,2016-04-21 21:00:00,970,104,21,0.35,21
1503960366,2016-04-21 22:00:00,89,63,9,0.15,22
1503960366,2016-04-21 23:00:00,598,84,15,0.25,23
1503960366,2016-04-22 00:00:00,0,47,0,0.0,0
1503960366,2016-04-22 01:00:00,0,47,0,0.0,1
1503960366,2016-04-22 02:00:00,0,47,0,0.0,2
1503960366,2016-04-22 03:00:00,0,47,0,0.0,3
1503960366,2016-04-22 04:00:00,0,47,0,0.0,4
1503960366,2016-04-22 05:00:00,0,47,0,0.0,5
1503960366,2016-04-22 06:00:00,0,47,0,0.0,6
1503960366,2016-04-22 07:00:00,0,47,0,0.0,7
1503960366,2016-04-22 08:00:00,0,47,0,0.0,8
1503960366,2016-04-22 09:00:00,192,65,13,0.216667,9
1503960366,2016-04-22 10:00:00,29,54,2,0.033333,10
1503960366,2016-04-22 11:00:00,958,102,34,0.566667,11
1503960366,2016-04-22 12:00:00,38,57,2,0.033333,12
1503960366,2016-04-22 13:00:00,118,60,4,0.066667,13
1503960366,2016-04-22 14:00:00,0,54,0,0.0,14
1503960366,2016-04-22 15:00:00,180,66,10,0.166667,15
1503960366,2016-04-22 16:00:00,22,58,4,0.066667,16
1503960366,2016-04-22 17:00:00,1041,104,18,0.3,17
1503960366,2016-04-22 18:00:00,514,87,23,0.383333,18
1503960366,2016-04-22 19:00:00,629,82,16,0.266667,19
1503960366,2016-04-22 20:00:00,329,71,13,0.216667,20
1503960366,2016-04-22 21:00:00,5934,311,159,2.65,21
1503960366,2016-04-22 22:00:00,855,95,30,0.5,22
1503960366,2016-04-22 23:00:00,1925,136,54,0.9,23
1503960366,2016-04-23 00:00:00,182,63,9,0.15,0
1503960366,2016-04-23 01:00:00,0,47,0,0.0,1
1503960366,2016-04-23 02:00:00,11,49,1,0.016667,2
1503960366,2016-04-23 03:00:00,0,47,0,0.0,3
1503960366,2016-04-23 04:00:00,0,47,0,0.0,4
1503960366,2016-04-23 05:00:00,0,48,0,0.0,5
1503960366,2016-04-23 06:00:00,12,50,2,0.033333,6
1503960366,2016-04-23 07:00:00,0,48,0,0.0,7
1503960366,2016-04-23 08:00:00,127,59,8,0.133333,8
1503960366,2016-04-23 09:00:00,285,75,17,0.283333,9
1503960366,2016-04-23 10:00:00,49,56,4,0.066667,10
1503960366,2016-04-23 11:00:00,703,84,11,0.183333,11
1503960366,2016-04-23 12:00:00,1597,129,49,0.816667,12
1503960366,2016-04-23 13:00:00,1453,129,51,0.85,13
1503960366,2016-04-23 14:00:00,202,78,20,0.333333,14
1503960366,2016-04-23 15:00:00,158,73,15,0.25,15
1503960366,2016-04-23 16:00:00,2008,140,52,0.866667,16
1503960366,2016-04-23 17:00:00,1472,121,26,0.433333,17
1503960366,2016-04-23 18:00:00,2569,173,66,1.1,18
1503960366,2016-04-23 19:00:00,29,51,2,0.033333,19
1503960366,2016-04-23 20:00:00,142,63,9,0.15,20
1503960366,2016-04-23 21:00:00,2432,162,54,0.9,21
1503960366,2016-04-23 22:00:00,709,96,25,0.416667,22
1503960366,2016-04-23 23:00:00,231,60,6,0.1,23
1503960366,2016-04-24 00:00:00,141,66,10,0.166667,0
1503960366,2016-04-24 01:00:00,42,54,2,0.033333,1
1503960366,2016-04-24 02:00:00,0,48,0,0.0,2
1503960366,2016-04-24 03:00:00,0,48,0,0.0,3
1503960366,2016-04-24 04:00:00,8,49,1,0.016667,4
1503960366,2016-04-24 05:00:00,0,48,0,0.0,5
1503960366,2016-04-24 06:00:00,7,49,1,0.016667,6
1503960366,2016-04-24 07:00:00,0,47,0,0.0,7
1503960366,2016-04-24 08:00:00,8,49,1,0.016667,8
1503960366,2016-04-24 09:00:00,76,59,8,0.133333,9
1503960366,2016-04-24 10:00:00,492,90,26,0.433333,10
1503960366,2016-04-24 11:00:00,149,67,12,0.2,11
1503960366,2016-04-24 12:00:00,548,82,12,0.2,12
1503960366,2016-04-24 13:00:00,394,74,12,0.2,13
1503960366,2016-04-24 14:00:00,26,52,1,0.016667,14
1503960366,2016-04-24 15:00:00,27,52,2,0.033333,15
1503960366,2016-04-24 16:00:00,885,102,29,0.483333,16
1503960366,2016-04-24 17:00:00,411,86,25,0.416667,17
1503960366,2016-04-24 18:00:00,911,115,40,0.666667,18
1503960366,2016-04-24 19:00:00,4871,270,131,2.183333,19
1503960366,2016-04-24 20:00:00,342,76,18,0.3,20
1503960366,2016-04-24 21:00:00,244,74,17,0.283333,21
1503960366,2016-04-24 22:00:00,66,61,7,0.116667,22
1503960366,2016-04-24 23:00:00,391,72,10,0.166667,23
1503960366,2016-04-25 00:00:00,95,62,8,0.133333,0
1503960366,2016-04-25 01:00:00,22,53,3,0.05,1
1503960366,2016-04-25 02:00:00,97,57,6,0.1,2
1503960366,2016-04-25 03:00:00,0,47,0,0.0,3
1503960366,2016-04-25 04:00:00,25,50,2,0.033333,4
1503960366,2016-04-25 05:00:00,4,49,1,0.016667,5
1503960366,2016-04-25 06:00:00,0,47,0,0.0,6
1503960366,2016-04-25 07:00:00,44,52,3,0.05,7
1503960366,2016-04-25 08:00:00,426,83,22,0.366667,8
1503960366,2016-04-25 09:00:00,2041,146,46,0.766667,9
1503960366,2016-04-25 10:00:00,258,73,12,0.2,10
1503960366,2016-04-25 11:00:00,1468,121,24,0.4,11
1503960366,2016-04-25 12:00:00,707,92,19,0.316667,12
1503960366,2016-04-25 13:00:00,299,75,13,0.216667,13
1503960366,2016-04-25 14:00:00,94,62,5,0.083333,14
1503960366,2016-04-25 15:00:00,359,76,13,0.216667,15
1503960366,2016-04-25 16:00:00,263,71,10,0.166667,16
1503960366,2016-04-25 17:00:00,188,67,8,0.133333,17
1503960366,2016-04-25 18:00:00,116,61,6,0.1,18
1503960366,2016-04-25 19:00:00,2815,182,86,1.433333,19
1503960366,2016-04-25 20:00:00,895,95,30,0.5,20
1503960366,2016-04-25 21:00:00,4895,267,132,2.2,21
1503960366,2016-04-25 22:00:00,188,68,11,0.183333,22
1503960366,2016-04-25 23:00:00,56,54,3,0.05,23
1503960366,2016-04-26 00:00:00,101,56,4,0.066667,0
1503960366,2016-04-26 01:00:00,178,66,11,0.183333,1
1503960366,2016-04-26 02:00:00,0,51,0,0.0,2
1503960366,2016-04-26 03:00:00,145,64,11,0.183333,3
1503960366,2016-04-26 04:00:00,0,48,0,0.0,4
1503960366,2016-04-26 05:00:00,7,49,1,0.016667,5
1503960366,2016-04-26 06:00:00,0,48,0,0.0,6
1503960366,2016-04-26 07:00:00,28,52,3,0.05,7
1503960366,2016-04-26 08:00:00,173,67,13,0.216667,8
1503960366,2016-04-26 09:00:00,1826,139,31,0.516667,9
1503960366,2016-04-26 10:00:00,666,92,22,0.366667,10
1503960366,2016-04-26 11:00:00,266,78,17,0.283333,11
1503960366,2016-04-26 12:00:00,415,74,10,0.166667,12
1503960366,2016-04-26 13:00:00,1571,126,42,0.7,13
1503960366,2016-04-26 14:00:00,1998,142,60,1.0,14
1503960366,2016-04-26 15:00:00,323,74,9,0.15,15
1503960366,2016-04-26 16:00:00,697,93,22,0.366667,16
1503960366,2016-04-26 17:00:00,143,60,5,0.083333,17
1503960366,2016-04-26 18:00:00,2513,169,72,1.2,18
1503960366,2016-04-26 19:00:00,148,73,15,0.25,19
1503960366,2016-04-26 20:00:00,1649,127,26,0.433333,20
1503960366,2016-04-26 21:00:00,450,79,14,0.233333,21
1503960366,2016-04-26 22:00:00,148,66,9,0.15,22
1503960366,2016-04-26 23:00:00,310,80,21,0.35,23
1503960366,2016-04-27 00:00:00,277,68,10,0.166667,0
1503960366,2016-04-27 01:00:00,60,59,5,0.083333,1
1503960366,2016-04-27 02:00:00,17,53,2,0.033333,2
1503960366,2016-04-27 03:00:00,0,47,0,0.0,3
1503960366,2016-04-27 04:00:00,0,47,0,0.0,4
1503960366,2016-04-27 05:00:00,0,47,0,0.0,5
1503960366,2016-04-27 06:00:00,0,47,0,0.0,6
1503960366,2016-04-27 07:00:00,0,47,0,0.0,7
1503960366,2016-04-27 08:00:00,0,47,0,0.0,8
1503960366,2016-04-27 09:00:00,1916,149,33,0.55,9
1503960366,2016-04-27 10:00:00,502,93,27,0.45,10
1503960366,2016-04-27 11:00:00,797,100,23,0.383333,11
1503960366,2016-04-27 12:00:00,701,89,12,0.2,12
1503960366,2016-04-27 13:00:00,319,76,13,0.216667,13
1503960366,2016-04-27 14:00:00,1932,150,35,0.583333,14
1503960366,2016-04-27 15:00:00,59,63,6,0.1,15
1503960366,2016-04-27 16:00:00,98,64,7,0.116667,16
1503960366,2016-04-27 17:00:00,261,73,13,0.216667,17
1503960366,2016-04-27 18:00:00,2714,178,73,1.216667,18
1503960366,2016-04-27 19:00:00,5786,318,150,2.5,19
1503960366,2016-04-27 20:00:00,2420,174,70,1.166667,20
1503960366,2016-04-27 21:00:00,266,76,20,0.333333,21
1503960366,2016-04-27 22:00:00,0,47,0,0.0,22
1503960366,2016-04-27 23:00:00,0,47,0,0.0,23
1503960366,2016-04-28 00:00:00,0,47,0,0.0,0
1503960366,2016-04-28 01:00:00,127,62,10,0.166667,1
1503960366,2016-04-28 02:00:00,0,48,0,0.0,2
1503960366,2016-04-28 03:00:00,0,47,0,0.0,3
1503960366,2016-04-28 04:00:00,0,48,0,0.0,4
1503960366,2016-04-28 05:00:00,0,47,0,0.0,5
1503960366,2016-04-28 06:00:00,0,48,0,0.0,6
1503960366,2016-04-28 07:00:00,14,49,1,0.016667,7
1503960366,2016-04-28 08:00:00,128,63,11,0.183333,8
1503960366,2016-04-28 09:00:00,1192,116,38,0.633333,9
1503960366,2016-04-28 10:00:00,987,105,19,0.316667,10
1503960366,2016-04-28 11:00:00,288,73,10,0.166667,11
1503960366,2016-04-28 12:00:00,317,78,16,0.266667,12
1503960366,2016-04-28 13:00:00,1144,108,33,0.55,13
1503960366,2016-04-28 14:00:00,1512,124,47,0.783333,14
1503960366,2016-04-28 15:00:00,115,61,5,0.083333,15
1503960366,2016-04-28 16:00:00,554,81,10,0.166667,16
1503960366,2016-04-28 17:00:00,235,72,11,0.183333,17
1503960366,2016-04-28 18:00:00,1829,138,56,0.933333,18
1503960366,2016-04-28 19:00:00,13,56,1,0.016667,19
1503960366,2016-04-28 20:00:00,2122,151,50,0.833333,20
1503960366,2016-04-28 21:00:00,986,103,21,0.35,21
1503960366,2016-04-28 22:00:00,16,55,2,0.033333,22
1503960366,2016-04-28 23:00:00,1512,121,48,0.8,23
1503960366,2016-04-29 00:00:00,202,65,9,0.15,0
1503960366,2016-04-29 01:00:00,0,49,0,0.0,1
1503960366,2016-04-29 02:00:00,71,54,4,0.066667,2
1503960366,2016-04-29 03:00:00,0,47,0,0.0,3
1503960366,2016-04-29 04:00:00,0,47,0,0.0,4
1503960366,2016-04-29 05:00:00,0,48,0,0.0,5
1503960366,2016-04-29 06:00:00,0,47,0,0.0,6
1503960366,2016-04-29 07:00:00,27,52,3,0.05,7
1503960366,2016-04-29 08:00:00,201,67,13,0.216667,8
1503960366,2016-04-29 09:00:00,1820,142,33,0.55,9
1503960366,2016-04-29 10:00:00,44,60,4,0.066667,10
1503960366,2016-04-29 11:00:00,104,60,4,0.066667,11
1503960366,2016-04-29 12:00:00,214,65,6,0.1,12
1503960366,2016-04-29 13:00:00,41,62,6,0.1,13
1503960366,2016-04-29 14:00:00,1711,136,56,0.933333,14
1503960366,2016-04-29 15:00:00,1076,110,23,0.383333,15
1503960366,2016-04-29 16:00:00,285,73,10,0.166667,16
1503960366,2016-04-29 17:00:00,380,75,9,0.15,17
1503960366,2016-04-29 18:00:00,118,60,5,0.083333,18
1503960366,2016-04-29 19:00:00,267,71,11,0.183333,19
1503960366,2016-04-29 20:00:00,386,80,16,0.266667,20
1503960366,2016-04-29 21:00:00,1366,118,20,0.333333,21
1503960366,2016-04-29 22:00:00,1111,111,27,0.45,22
1503960366,2016-04-29 23:00:00,1757,140,56,0.933333,23
1503960366,2016-04-30 00:00:00,19,51,1,0.016667,0
1503960366,2016-04-30 01:00:00,65,57,7,0.116667,1
1503960366,2016-04-30 02:00:00,0,47,0,0.0,2
1503960366,2016-04-30 03:00:00,6,49,1,0.016667,3
1503960366,2016-04-30 04:00:00,0,47,0,0.0,4
1503960366,2016-04-30 05:00:00,0,48,0,0.0,5
1503960366,2016-04-30 06:00:00,0,48,0,0.0,6
1503960366,2016-04-30 07:00:00,0,48,0,0.0,7
1503960366,2016-04-30 08:00:00,60,52,3,0.05,8
1503960366,2016-04-30 09:00:00,148,64,11,0.183333,9
1503960366,2016-04-30 10:00:00,239,72,17,0.283333,10
1503960366,2016-04-30 11:00:00,127,62,7,0.116667,11
1503960366,2016-04-30 12:00:00,92,58,4,0.066667,12
1503960366,2016-04-30 13:00:00,141,65,11,0.183333,13
1503960366,2016-04-30 14:00:00,520,85,22,0.366667,14
1503960366,2016-04-30 15:00:00,993,94,26,0.433333,15
1503960366,2016-04-30 16:00:00,3388,203,99,1.65,16
1503960366,2016-04-30 17:00:00,2176,160,55,0.916667,17
1503960366,2016-04-30 18:00:00,2319,159,71,1.183333,18
1503960366,2016-04-30 19:00:00,92,60,4,0.066667,19
1503960366,2016-04-30 20:00:00,117,62,5,0.083333,20
